Decade,UN_Geosheme_Subregion,Disaster_Type,Climate_Scenario,Financial_mpact,Human_Impact,Disaster_Occurence
2010,Central America,Storms,,33619740,904718,15
2010,Central Asia,Droughts,,69037511,679886,88
2010,Central Asia,Droughts,,13706439,319024,28
2010,Central Asia,Droughts,,24809688,237313,13
2010,Central Asia,Droughts,,72761245,776334,23
2010,Central Asia,Floods,,15699520,247361,92
2010,Central Asia,Floods,,69770132,857997,53
2010,Central Asia,Floods,,12397281,276448,43
2010,Central Asia,Floods,,51235525,211177,5
2010,Central Asia,Storms,,549285,562742,65
2010,Central Asia,Storms,,65986449,478374,18
2010,Central Asia,Storms,,42163983,337912,56
2010,Central Asia,Storms,,95486899,32108,1
2010,Eastern Africa,Droughts,,10694503,337020,1
2010,Eastern Africa,Droughts,,21089061,460871,83
2010,Eastern Africa,Droughts,,8909141,161838,70
2010,Eastern Africa,Droughts,,75808049,80731,24
2010,Eastern Africa,Floods,,27502560,453586,59
2010,Eastern Africa,Floods,,35746961,990035,62
2010,Eastern Africa,Floods,,14364759,870863,52
2010,Eastern Africa,Floods,,48662636,871422,14
2010,Eastern Africa,Storms,,9906902,103907,34
2010,Eastern Africa,Storms,,57995646,861464,68
2010,Eastern Africa,Storms,,36050139,272128,44
2010,Eastern Africa,Storms,,17989152,701082,30
2010,Eastern Asia,Droughts,,96457288,723127,77
2010,Eastern Asia,Droughts,,47453458,690340,75
2010,Eastern Asia,Droughts,,34554711,875740,43
2010,Eastern Asia,Droughts,,35681339,843378,66
2010,Eastern Asia,Floods,,2551073,953979,77
2010,Eastern Asia,Floods,,38825793,780317,12
2010,Eastern Asia,Floods,,66019879,787971,54
2010,Eastern Asia,Floods,,93580434,263632,17
2010,Eastern Asia,Storms,,24280082,223683,24
2010,Eastern Asia,Storms,,39627967,372673,6
2010,Eastern Asia,Storms,,38970208,249421,20
2010,Eastern Asia,Storms,,73546968,924173,90
2010,Eastern Europe,Droughts,,70780771,794617,36
2010,Eastern Europe,Droughts,,31148416,376843,65
2010,Eastern Europe,Droughts,,95314396,74924,73
2010,Eastern Europe,Droughts,,35724189,616881,1
2010,Eastern Europe,Floods,,95579377,916333,39
2010,Eastern Europe,Floods,,98722376,193139,81
2010,Eastern Europe,Floods,,26962551,263619,54
2010,Eastern Europe,Floods,,79969217,790872,53
2010,Eastern Europe,Storms,,20348736,651134,23
2010,Eastern Europe,Storms,,65235814,620822,85
2010,Eastern Europe,Storms,,50554274,650135,59
2010,Eastern Europe,Storms,,91827327,471410,29
2010,Melanesia,Droughts,,87353675,625078,74
2010,Melanesia,Droughts,,99440200,102655,44
2010,Melanesia,Droughts,,27196106,492514,12
2010,Melanesia,Droughts,,48474002,310068,36
2010,Melanesia,Floods,,62974610,720871,72
2010,Melanesia,Floods,,21878675,284252,54
2010,Melanesia,Floods,,6934008,712230,97
2010,Melanesia,Floods,,99413559,156227,13
2010,Melanesia,Storms,,28377360,248693,44
2010,Melanesia,Storms,,78117933,852700,39
2010,Melanesia,Storms,,35887284,103829,28
2010,Melanesia,Storms,,23086126,563191,79
2010,Micronesia,Droughts,,19434221,290283,28
2010,Micronesia,Droughts,,4889899,640223,47
2010,Micronesia,Droughts,,47361371,394121,54
2010,Micronesia,Droughts,,70014879,791759,43
2010,Micronesia,Floods,,94027160,310378,31
2010,Micronesia,Floods,,1542070,336756,6
2010,Micronesia,Floods,,95619883,91896,91
2010,Micronesia,Floods,,72397096,370577,99
2010,Micronesia,Storms,,83871760,706148,59
2010,Micronesia,Storms,,70244078,782307,49
2010,Micronesia,Storms,,74997744,379258,33
2010,Micronesia,Storms,,42437169,132113,17
2010,Middle Africa,Droughts,,44960799,158035,93
2010,Middle Africa,Droughts,,26570677,532729,80
2010,Middle Africa,Droughts,,1267606,787253,34
2010,Middle Africa,Droughts,,8766879,959161,41
2010,Middle Africa,Floods,,54405656,274506,91
2010,Middle Africa,Floods,,79209161,115507,43
2010,Middle Africa,Floods,,98229866,659114,2
2010,Middle Africa,Floods,,91574200,661576,7
2010,Middle Africa,Storms,,16888711,259950,85
2010,Middle Africa,Storms,,81722606,640281,6
2010,Middle Africa,Storms,,88467741,605992,12
2010,Middle Africa,Storms,,45915260,184846,93
2010,Northern Africa,Droughts,,18617440,27871,74
2010,Northern Africa,Droughts,,69740106,334054,58
2010,Northern Africa,Droughts,,38648738,453150,67
2010,Northern Africa,Droughts,,19437893,613430,30
2010,Northern Africa,Floods,,21316138,462295,72
2010,Northern Africa,Floods,,49850298,392454,99
2010,Northern Africa,Floods,,93723564,540277,47
2010,Northern Africa,Floods,,15617103,611273,75
2010,Northern Africa,Storms,,4057521,249853,78
2010,Northern Africa,Storms,,59794997,104553,23
2010,Northern Africa,Storms,,99358959,25383,94
2010,Northern Africa,Storms,,69994056,59092,70
2010,Northern America,Droughts,,87130884,699937,42
2010,Northern America,Droughts,,50736436,957034,67
2010,Northern America,Droughts,,91460020,892280,52
2010,Northern America,Droughts,,8539927,724213,21
2010,Northern America,Floods,,41974479,131491,57
2010,Northern America,Floods,,22330276,370836,49
2010,Northern America,Floods,,43791965,782023,98
2010,Northern America,Floods,,63899043,16073,85
2010,Northern America,Storms,,78443770,478944,28
2010,Northern America,Storms,,66215864,592814,1
2010,Northern America,Storms,,63104692,678870,35
2010,Northern America,Storms,,88545054,633729,0
2010,Northern Europe,Droughts,,25595941,889348,9
2010,Northern Europe,Droughts,,49418669,644913,83
2010,Northern Europe,Droughts,,68795225,381734,82
2010,Northern Europe,Droughts,,31322546,882615,99
2010,Northern Europe,Floods,,31032463,915006,45
2010,Northern Europe,Floods,,4493414,413871,97
2010,Northern Europe,Floods,,57522388,696705,17
2010,Northern Europe,Floods,,50364090,533649,48
2010,Northern Europe,Storms,,988274,69655,98
2010,Northern Europe,Storms,,20105736,379114,46
2010,Northern Europe,Storms,,29305529,806339,22
2010,Northern Europe,Storms,,61388514,745493,57
2010,Polynesia,Droughts,,98753362,737904,79
2010,Polynesia,Droughts,,96398990,624413,81
2010,Polynesia,Droughts,,18967472,537395,79
2010,Polynesia,Droughts,,74393848,507928,81
2010,Polynesia,Floods,,64795467,820891,60
2010,Polynesia,Floods,,97569976,680189,20
2010,Polynesia,Floods,,1190079,577282,62
2010,Polynesia,Floods,,62556558,327960,53
2010,Polynesia,Storms,,2429845,374169,35
2010,Polynesia,Storms,,69580173,150293,7
2010,Polynesia,Storms,,9359809,789237,0
2010,Polynesia,Storms,,13764186,401031,61
2010,South America,Droughts,,44319792,513092,60
2010,South America,Droughts,,77581264,438100,39
2010,South America,Droughts,,56854036,178686,18
2010,South America,Droughts,,20855169,209022,35
2010,South America,Floods,,53021196,321504,57
2010,South America,Floods,,45100375,664250,44
2010,South America,Floods,,60186230,952878,42
2010,South America,Floods,,85728511,360031,74
2010,South America,Storms,,63406568,752588,93
2010,South America,Storms,,67557464,659186,99
2010,South America,Storms,,31482966,35190,91
2010,South America,Storms,,89056084,343781,9
2010,South-Eastern Asia,Droughts,,44543157,263906,34
2010,South-Eastern Asia,Droughts,,87387823,543950,49
2010,South-Eastern Asia,Droughts,,78374049,738706,35
2010,South-Eastern Asia,Droughts,,64786179,180585,55
2010,South-Eastern Asia,Floods,,1628969,578428,99
2010,South-Eastern Asia,Floods,,22359820,154874,21
2010,South-Eastern Asia,Floods,,74190282,188499,37
2010,South-Eastern Asia,Floods,,98751659,225185,73
2010,South-Eastern Asia,Storms,,59745635,511127,98
2010,South-Eastern Asia,Storms,,89118089,324769,94
2010,South-Eastern Asia,Storms,,98423036,63137,41
2010,South-Eastern Asia,Storms,,92322563,753635,64
2010,Southern Africa,Droughts,,54374682,926401,69
2010,Southern Africa,Droughts,,87815419,171956,9
2010,Southern Africa,Droughts,,16260275,360863,76
2010,Southern Africa,Droughts,,98330438,658638,93
2010,Southern Africa,Floods,,58590998,565883,56
2010,Southern Africa,Floods,,17101615,908839,98
2010,Southern Africa,Floods,,35253320,132488,43
2010,Southern Africa,Floods,,60606174,673837,2
2010,Southern Africa,Storms,,4597295,909766,7
2010,Southern Africa,Storms,,56474717,261616,71
2010,Southern Africa,Storms,,76519858,196313,64
2010,Southern Africa,Storms,,41868420,771117,65
2010,Southern Asia,Droughts,,34311806,26985,41
2010,Southern Asia,Droughts,,62789620,271604,4
2010,Southern Asia,Droughts,,57234675,572406,0
2010,Southern Asia,Droughts,,78485093,866113,49
2010,Southern Asia,Floods,,10755539,283702,62
2010,Southern Asia,Floods,,54139749,409822,35
2010,Southern Asia,Floods,,86932231,30446,78
2010,Southern Asia,Floods,,89668418,948702,55
2010,Southern Asia,Storms,,22001554,492927,69
2010,Southern Asia,Storms,,30702320,280036,93
2010,Southern Asia,Storms,,36348632,747842,33
2010,Southern Asia,Storms,,20258864,635538,13
2010,Southern Europe,Droughts,,14522488,708092,26
2010,Southern Europe,Droughts,,34890778,243355,19
2010,Southern Europe,Droughts,,57157908,2148,83
2010,Southern Europe,Droughts,,51163254,60436,10
2010,Southern Europe,Floods,,52347729,880027,36
2010,Southern Europe,Floods,,44138761,242554,85
2010,Southern Europe,Floods,,2921805,37522,73
2010,Southern Europe,Floods,,63692206,228764,95
2010,Southern Europe,Storms,,11258974,609788,95
2010,Southern Europe,Storms,,67330637,704833,43
2010,Southern Europe,Storms,,23283385,53908,4
2010,Southern Europe,Storms,,25839492,375656,16
2010,Western Africa,Droughts,,87819770,469547,14
2010,Western Africa,Droughts,,27539595,775500,24
2010,Western Africa,Droughts,,83629778,183979,97
2010,Western Africa,Droughts,,16046637,595312,95
2010,Western Africa,Floods,,61382851,767306,54
2010,Western Africa,Floods,,84408502,246989,24
2010,Western Africa,Floods,,40590230,304718,17
2010,Western Africa,Floods,,10812480,219561,18
2010,Western Africa,Storms,,41885515,246880,49
2010,Western Africa,Storms,,23142222,638579,28
2010,Western Africa,Storms,,22353208,998224,96
2010,Western Africa,Storms,,15788845,210821,91
2010,Western Asia,Droughts,,85567282,167774,24
2010,Western Asia,Droughts,,71677322,832538,35
2010,Western Asia,Droughts,,63656152,423482,13
2010,Western Asia,Droughts,,46050788,28446,1
2010,Western Asia,Floods,,99725722,807652,44
2010,Western Asia,Floods,,33877234,956243,65
2010,Western Asia,Floods,,78304965,948149,72
2010,Western Asia,Floods,,53038184,840826,55
2010,Western Asia,Storms,,56756596,883044,14
2010,Western Asia,Storms,,96481224,646485,51
2010,Western Asia,Storms,,52275603,689472,14
2010,Western Asia,Storms,,54407147,959140,89
2010,Western Europe,Droughts,,58853913,591091,52
2010,Western Europe,Droughts,,64079657,742567,60
2010,Western Europe,Droughts,,78923168,30564,56
2010,Western Europe,Droughts,,90464182,452715,88
2010,Western Europe,Floods,,79841726,919160,48
2010,Western Europe,Floods,,60719970,421540,78
2010,Western Europe,Floods,,94933246,366547,54
2010,Western Europe,Floods,,99372219,584771,34
2010,Western Europe,Storms,,84794158,721097,43
2010,Western Europe,Storms,,27125866,906663,95
2010,Western Europe,Storms,,82609049,130433,23
2010,Western Europe,Storms,,72235739,310187,53
2020,Australia and New Zealand,Droughts,,52891748,805633,67
2020,Australia and New Zealand,Droughts,,91091584,722410,69
2020,Australia and New Zealand,Droughts,,83034460,503477,7
2020,Australia and New Zealand,Droughts,,91541769,894674,35
2020,Australia and New Zealand,Floods,,72470385,733732,52
2020,Australia and New Zealand,Floods,,77096247,1657,61
2020,Australia and New Zealand,Floods,,24455553,519234,85
2020,Australia and New Zealand,Floods,,14406824,381539,29
2020,Australia and New Zealand,Storms,,66433672,299777,58
2020,Australia and New Zealand,Storms,,40458803,782163,50
2020,Australia and New Zealand,Storms,,80773430,557758,59
2020,Australia and New Zealand,Storms,,84587926,338075,71
2020,Caribbean,Droughts,,54465738,6637,74
2020,Caribbean,Droughts,,65561072,660337,66
2020,Caribbean,Droughts,,51374647,865496,30
2020,Caribbean,Droughts,,30349148,691106,99
2020,Caribbean,Floods,,98009002,158596,24
2020,Caribbean,Floods,,13278984,995596,3
2020,Caribbean,Floods,,34229405,134453,67
2020,Caribbean,Floods,,21598548,767290,99
2020,Caribbean,Storms,,69541133,990834,93
2020,Caribbean,Storms,,13796283,296463,96
2020,Caribbean,Storms,,16867000,499678,84
2020,Caribbean,Storms,,50962990,342885,79
2020,Central America,Droughts,,44401082,248224,63
2020,Central America,Droughts,,56609223,268733,76
2020,Central America,Droughts,,34231082,597366,10
2020,Central America,Droughts,,49518606,593581,9
2020,Central America,Floods,,12853266,498882,39
2020,Central America,Floods,,31891569,459985,21
2020,Central America,Floods,,15137968,137652,34
2020,Central America,Floods,,91905682,687446,9
2020,Central America,Storms,,62049650,293147,46
2020,Central America,Storms,,80975558,51882,92
2020,Central America,Storms,,27175761,61846,89
2020,Central America,Storms,,82332430,480902,92
2020,Central Asia,Droughts,,17685850,110470,18
2020,Central Asia,Droughts,,81047843,901889,86
2020,Central Asia,Droughts,,18526389,435004,22
2020,Central Asia,Droughts,,92902177,704891,17
2020,Central Asia,Floods,,17974135,422906,65
2020,Central Asia,Floods,,11527396,96627,18
2020,Central Asia,Floods,,85439695,536066,92
2020,Central Asia,Floods,,21136294,306770,40
2020,Central Asia,Storms,,20984075,696036,80
2020,Central Asia,Storms,,993437,299834,82
2020,Central Asia,Storms,,2747834,437027,45
2020,Central Asia,Storms,,13628805,49661,91
2020,Eastern Africa,Droughts,,68352476,899084,99
2020,Eastern Africa,Droughts,,37550431,16140,56
2020,Eastern Africa,Droughts,,16525115,98690,91
2020,Eastern Africa,Droughts,,33346509,494239,68
2020,Eastern Africa,Floods,,15633244,204475,40
2020,Eastern Africa,Floods,,18127373,838354,8
2020,Eastern Africa,Floods,,11379966,480291,71
2020,Eastern Africa,Floods,,93782793,84219,54
2020,Eastern Africa,Storms,,46650780,196648,63
2020,Eastern Africa,Storms,,81835019,17642,22
2020,Eastern Africa,Storms,,74262508,337937,18
2020,Eastern Africa,Storms,,18738444,31639,13
2020,Eastern Asia,Droughts,,33450006,24550,76
2020,Eastern Asia,Droughts,,99479705,55585,96
2020,Eastern Asia,Droughts,,67799957,306285,67
2020,Eastern Asia,Droughts,,54114534,716322,3
2020,Eastern Asia,Floods,,90680296,475492,46
2020,Eastern Asia,Floods,,57919200,257697,69
2020,Eastern Asia,Floods,,97607465,755500,92
2020,Eastern Asia,Floods,,80058667,927987,67
2020,Eastern Asia,Storms,,71393354,247049,94
2020,Eastern Asia,Storms,,80339932,799533,36
2020,Eastern Asia,Storms,,88588726,567535,52
2020,Eastern Asia,Storms,,68352369,826067,31
2020,Eastern Europe,Droughts,,33979957,147900,80
2020,Eastern Europe,Droughts,,24347310,218422,68
2020,Eastern Europe,Droughts,,83113269,700839,65
2020,Eastern Europe,Droughts,,1042448,509414,38
2020,Eastern Europe,Floods,,20332209,199304,38
2020,Eastern Europe,Floods,,69827705,465991,39
2020,Eastern Europe,Floods,,67928353,147470,68
2020,Eastern Europe,Floods,,70810387,219193,53
2020,Eastern Europe,Storms,,83461931,656511,41
2020,Eastern Europe,Storms,,67301595,965443,95
2020,Eastern Europe,Storms,,2773710,493269,28
2020,Eastern Europe,Storms,,57428258,300732,61
2020,Melanesia,Droughts,,87009943,442055,59
2020,Melanesia,Droughts,,42310117,324820,92
2020,Melanesia,Droughts,,80635953,886595,69
2020,Melanesia,Droughts,,82370348,849839,33
2020,Melanesia,Floods,,64468415,241085,67
2020,Melanesia,Floods,,94200599,146546,52
2020,Melanesia,Floods,,22555799,224118,74
2020,Melanesia,Floods,,25161767,972450,25
2020,Melanesia,Storms,,73211499,96593,8
2020,Melanesia,Storms,,32645943,781329,31
2020,Melanesia,Storms,,87039299,842403,35
2020,Melanesia,Storms,,93986029,819850,58
2020,Micronesia,Droughts,,58214188,510119,89
2020,Micronesia,Droughts,,56099344,489436,93
2020,Micronesia,Droughts,,59616100,590379,86
2020,Micronesia,Droughts,,47172632,940231,46
2020,Micronesia,Floods,,32944544,962162,6
2020,Micronesia,Floods,,24311154,685695,54
2020,Micronesia,Floods,,9075593,474332,48
2020,Micronesia,Floods,,34269036,23626,64
2020,Micronesia,Storms,,91589557,737618,75
2020,Micronesia,Storms,,37047273,922804,54
2020,Micronesia,Storms,,1857328,148651,30
2020,Micronesia,Storms,,69341882,256130,47
2020,Middle Africa,Droughts,,19382543,801197,62
2020,Middle Africa,Droughts,,14275526,970524,96
2020,Middle Africa,Droughts,,42361684,654986,44
2020,Middle Africa,Droughts,,52928856,349128,15
2020,Middle Africa,Floods,,81439749,899656,5
2020,Middle Africa,Floods,,50006295,594305,72
2020,Middle Africa,Floods,,28299102,154430,3
2020,Middle Africa,Floods,,93554876,502658,87
2020,Middle Africa,Storms,,3563455,752697,19
2020,Middle Africa,Storms,,3557573,283806,68
2020,Middle Africa,Storms,,24726471,671772,45
2020,Middle Africa,Storms,,99159883,855305,99
2020,Northern Africa,Droughts,,13295769,910513,24
2020,Northern Africa,Droughts,,13884425,509030,57
2020,Northern Africa,Droughts,,18967400,287140,9
2020,Northern Africa,Droughts,,87532099,394068,22
2020,Northern Africa,Floods,,96575893,351438,23
2020,Northern Africa,Floods,,66130463,306065,78
2020,Northern Africa,Floods,,94738073,254556,23
2020,Northern Africa,Floods,,63902366,676059,48
2020,Northern Africa,Storms,,19643247,960515,93
2020,Northern Africa,Storms,,45083922,265675,92
2020,Northern Africa,Storms,,46796859,744407,2
2020,Northern Africa,Storms,,66106246,948925,79
2020,Northern America,Droughts,,48912587,81502,60
2020,Northern America,Droughts,,98792168,717036,76
2020,Northern America,Droughts,,54679539,604306,24
2020,Northern America,Droughts,,16317121,567753,71
2020,Northern America,Floods,,49132491,782435,42
2020,Northern America,Floods,,31378965,606257,12
2020,Northern America,Floods,,40222178,308115,49
2020,Northern America,Floods,,40720704,754009,82
2020,Northern America,Storms,,77408537,190494,90
2020,Northern America,Storms,,43299948,691408,90
2020,Northern America,Storms,,23525478,586153,39
2020,Northern America,Storms,,19619649,583314,16
2020,Northern Europe,Droughts,,72575947,326920,99
2020,Northern Europe,Droughts,,50998434,381198,60
2020,Northern Europe,Droughts,,58083886,454006,43
2020,Northern Europe,Droughts,,18719307,499387,88
2020,Northern Europe,Floods,,26466931,910370,3
2020,Northern Europe,Floods,,32253834,805195,3
2020,Northern Europe,Floods,,84019127,786963,38
2020,Northern Europe,Floods,,69472519,553385,58
2020,Northern Europe,Storms,,65193184,50290,70
2020,Northern Europe,Storms,,56483409,270197,75
2020,Northern Europe,Storms,,74746779,470516,26
2020,Northern Europe,Storms,,84398123,127385,68
2020,Polynesia,Droughts,,97935960,80636,48
2020,Polynesia,Droughts,,68302552,316647,78
2020,Polynesia,Droughts,,95878902,765691,54
2020,Polynesia,Droughts,,36275618,774149,64
2020,Polynesia,Floods,,86867524,17851,3
2020,Polynesia,Floods,,85558221,914955,6
2020,Polynesia,Floods,,21088346,353159,30
2020,Polynesia,Floods,,27953055,516955,34
2020,Polynesia,Storms,,49372227,120564,95
2020,Polynesia,Storms,,87504880,128301,65
2020,Polynesia,Storms,,9046190,854390,86
2020,Polynesia,Storms,,65238881,278411,6
2020,South America,Droughts,,25808686,846629,45
2020,South America,Droughts,,60406579,556555,90
2020,South America,Droughts,,84706562,336977,20
2020,South America,Droughts,,96814894,215354,63
2020,South America,Floods,,35942640,150265,17
2020,South America,Floods,,10309215,263475,91
2020,South America,Floods,,14864817,584827,61
2020,South America,Floods,,31418391,73786,35
2020,South America,Storms,,12891599,474725,5
2020,South America,Storms,,27431200,358348,56
2020,South America,Storms,,77071030,755237,97
2020,South America,Storms,,93551575,841519,11
2020,South-Eastern Asia,Droughts,,14490847,489954,52
2020,South-Eastern Asia,Droughts,,89629173,806213,37
2020,South-Eastern Asia,Droughts,,21524569,721586,74
2020,South-Eastern Asia,Droughts,,11820026,992404,55
2020,South-Eastern Asia,Floods,,6951113,212162,82
2020,South-Eastern Asia,Floods,,29928723,188400,52
2020,South-Eastern Asia,Floods,,19463919,664314,20
2020,South-Eastern Asia,Floods,,43511526,523344,29
2020,South-Eastern Asia,Storms,,75301396,483236,34
2020,South-Eastern Asia,Storms,,2232512,674263,30
2020,South-Eastern Asia,Storms,,15826338,90631,68
2020,South-Eastern Asia,Storms,,27781542,900756,28
2020,Southern Africa,Droughts,,28829628,237087,23
2020,Southern Africa,Droughts,,57285806,878535,27
2020,Southern Africa,Droughts,,50954772,640976,57
2020,Southern Africa,Droughts,,8457430,586781,99
2020,Southern Africa,Floods,,31785447,454326,76
2020,Southern Africa,Floods,,36786180,383578,29
2020,Southern Africa,Floods,,86044896,928848,73
2020,Southern Africa,Floods,,62989978,826560,3
2020,Southern Africa,Storms,,85511690,142703,25
2020,Southern Africa,Storms,,31133981,935224,44
2020,Southern Africa,Storms,,69908996,923248,96
2020,Southern Africa,Storms,,84713275,599431,40
2020,Southern Asia,Droughts,,13805215,175200,87
2020,Southern Asia,Droughts,,15773638,769760,35
2020,Southern Asia,Droughts,,81201245,583690,19
2020,Southern Asia,Droughts,,23980190,867959,35
2020,Southern Asia,Floods,,67372966,530441,9
2020,Southern Asia,Floods,,21760782,871615,83
2020,Southern Asia,Floods,,80913733,141338,21
2020,Southern Asia,Floods,,56064166,490348,58
2020,Southern Asia,Storms,,86480190,709019,57
2020,Southern Asia,Storms,,86663186,439781,76
2020,Southern Asia,Storms,,60060941,982209,69
2020,Southern Asia,Storms,,22527864,960889,5
2020,Southern Europe,Droughts,,19095122,873359,9
2020,Southern Europe,Droughts,,80882045,683640,49
2020,Southern Europe,Droughts,,46542993,277006,1
2020,Southern Europe,Droughts,,83390580,785191,26
2020,Southern Europe,Floods,,55235271,847930,36
2020,Southern Europe,Floods,,49715748,868871,33
2020,Southern Europe,Floods,,78642007,259505,11
2020,Southern Europe,Floods,,23311207,846056,7
2020,Southern Europe,Storms,,67312404,820287,22
2020,Southern Europe,Storms,,13263500,596816,29
2020,Southern Europe,Storms,,34422870,769925,18
2020,Southern Europe,Storms,,58250361,545081,90
2020,Western Africa,Droughts,,6865612,108476,98
2020,Western Africa,Droughts,,62348107,103955,15
2020,Western Africa,Droughts,,34116907,18947,30
2020,Western Africa,Droughts,,43562635,116426,39
2020,Western Africa,Floods,,72576876,625141,58
2020,Western Africa,Floods,,68148525,858041,59
2020,Western Africa,Floods,,86378506,542803,79
2020,Western Africa,Floods,,78588406,188591,80
2020,Western Africa,Storms,,24407643,622132,49
2020,Western Africa,Storms,,56945145,855587,6
2020,Western Africa,Storms,,6807410,100291,99
2020,Western Africa,Storms,,14646656,84706,77
2020,Western Asia,Droughts,,81150071,740003,10
2020,Western Asia,Droughts,,66925979,590262,27
2020,Western Asia,Droughts,,88281383,194465,53
2020,Western Asia,Droughts,,72308288,149055,46
2020,Western Asia,Floods,,74207184,669851,13
2020,Western Asia,Floods,,39621761,122304,1
2020,Western Asia,Floods,,50165470,546664,27
2020,Western Asia,Floods,,5862402,763412,26
2020,Western Asia,Storms,,18888611,134504,44
2020,Western Asia,Storms,,53432170,50688,20
2020,Western Asia,Storms,,87389576,766599,17
2020,Western Asia,Storms,,77479021,345254,62
2020,Western Europe,Droughts,,48675487,359241,21
2020,Western Europe,Droughts,,21023340,86805,66
2020,Western Europe,Droughts,,49922953,889850,36
2020,Western Europe,Droughts,,23365753,17718,66
2020,Western Europe,Floods,,32986816,730342,16
2020,Western Europe,Floods,,80143802,782655,30
2020,Western Europe,Floods,,98814365,355092,76
2020,Western Europe,Floods,,59426110,730964,44
2020,Western Europe,Storms,,67494897,595739,71
2020,Western Europe,Storms,,13167247,336897,51
2020,Western Europe,Storms,,74247880,672386,45
2020,Western Europe,Storms,,82694736,420846,12
2030,Australia and New Zealand,Droughts,1.0,51756,961169,38
2030,Australia and New Zealand,Droughts,2.0,9284739,491130,38
2030,Australia and New Zealand,Droughts,3.0,18412458,585849,38
2030,Australia and New Zealand,Droughts,4.0,47027672,628300,1
2030,Australia and New Zealand,Floods,1.0,29795067,808474,8
2030,Australia and New Zealand,Floods,2.0,10918485,690484,86
2030,Australia and New Zealand,Floods,3.0,64928007,988069,75
2030,Australia and New Zealand,Floods,4.0,5024957,695608,91
2030,Australia and New Zealand,Storms,1.0,4350527,961546,45
2030,Australia and New Zealand,Storms,2.0,81615776,290409,14
2030,Australia and New Zealand,Storms,3.0,57304160,629429,21
2030,Australia and New Zealand,Storms,4.0,17776246,690514,82
2030,Caribbean,Droughts,1.0,57201102,880407,37
2030,Caribbean,Droughts,2.0,1649309,108027,3
2030,Caribbean,Droughts,3.0,47095529,154728,72
2030,Caribbean,Droughts,4.0,95180433,113551,4
2030,Caribbean,Floods,1.0,89277470,291615,24
2030,Caribbean,Floods,2.0,67748289,953790,5
2030,Caribbean,Floods,3.0,69889664,643726,58
2030,Caribbean,Floods,4.0,83579838,283846,93
2030,Caribbean,Storms,1.0,58507016,411788,29
2030,Caribbean,Storms,2.0,56744526,235568,91
2030,Caribbean,Storms,3.0,95356965,589462,99
2030,Caribbean,Storms,4.0,99289732,283310,85
2030,Central America,Droughts,1.0,34604275,307034,88
2030,Central America,Droughts,2.0,89272594,673318,80
2030,Central America,Droughts,3.0,14089490,385333,94
2030,Central America,Droughts,4.0,3861727,630566,70
2030,Central America,Floods,1.0,79114084,938831,2
2030,Central America,Floods,2.0,97690137,355952,49
2030,Central America,Floods,3.0,98409887,859261,21
2030,Central America,Floods,4.0,62341926,363562,45
2030,Central America,Storms,1.0,45520805,225475,43
2030,Central America,Storms,2.0,61364448,80875,47
2030,Central America,Storms,3.0,91050606,273063,54
2030,Central America,Storms,4.0,35620288,501766,24
2030,Central Asia,Droughts,1.0,43068179,351791,15
2030,Central Asia,Droughts,2.0,77157722,12715,92
2030,Central Asia,Droughts,3.0,23351999,425854,19
2030,Central Asia,Droughts,4.0,71890086,321157,26
2030,Central Asia,Floods,1.0,98946800,703247,33
2030,Central Asia,Floods,2.0,41369827,97294,81
2030,Central Asia,Floods,3.0,45432325,825594,93
2030,Central Asia,Floods,4.0,20370719,707330,94
2030,Central Asia,Storms,1.0,3956463,537257,49
2030,Central Asia,Storms,2.0,13210222,176946,28
2030,Central Asia,Storms,3.0,92604808,983603,92
2030,Central Asia,Storms,4.0,83846001,139238,86
2030,Eastern Africa,Droughts,1.0,12071782,861793,15
2030,Eastern Africa,Droughts,2.0,47749133,428478,27
2030,Eastern Africa,Droughts,3.0,10705823,454805,81
2030,Eastern Africa,Droughts,4.0,19485,601212,61
2030,Eastern Africa,Floods,1.0,14772145,809424,56
2030,Eastern Africa,Floods,2.0,2222816,631326,51
2030,Eastern Africa,Floods,3.0,73145302,243184,53
2030,Eastern Africa,Floods,4.0,71873001,698746,95
2030,Eastern Africa,Storms,1.0,30656098,230810,30
2030,Eastern Africa,Storms,2.0,60408580,654475,28
2030,Eastern Africa,Storms,3.0,8070216,251546,1
2030,Eastern Africa,Storms,4.0,39198363,521132,56
2030,Eastern Asia,Droughts,1.0,12429060,298814,63
2030,Eastern Asia,Droughts,2.0,63275105,856148,61
2030,Eastern Asia,Droughts,3.0,93549824,320251,91
2030,Eastern Asia,Droughts,4.0,9383475,392442,46
2030,Eastern Asia,Floods,1.0,68262126,80734,97
2030,Eastern Asia,Floods,2.0,17712868,666149,37
2030,Eastern Asia,Floods,3.0,14852809,456325,83
2030,Eastern Asia,Floods,4.0,5065438,393830,3
2030,Eastern Asia,Storms,1.0,91340895,203315,0
2030,Eastern Asia,Storms,2.0,18692443,509960,55
2030,Eastern Asia,Storms,3.0,4548042,147494,43
2030,Eastern Asia,Storms,4.0,36006867,616923,93
2030,Eastern Europe,Droughts,1.0,25049137,354802,57
2030,Eastern Europe,Droughts,2.0,29752196,111906,7
2030,Eastern Europe,Droughts,3.0,58752605,874873,86
2030,Eastern Europe,Droughts,4.0,49552514,349395,44
2030,Eastern Europe,Floods,1.0,7914029,494702,39
