Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO,°C
2030,South America,Floods,2.6,97662028,17098,94,-59
2030,South America,Floods,4.5,45978222,197064,15,-57
2030,South America,Floods,6.0,60209225,934058,32,31
2030,South America,Floods,8.5,55450941,749189,48,-10
2030,South America,Storms,2.6,25545612,434285,11,-43
2030,South America,Storms,4.5,44985684,551098,82,27
2030,South America,Storms,6.0,62886262,316456,78,7
2030,South America,Storms,8.5,96074862,317632,17,40
2030,South-Eastern Asia,Droughts,2.6,38612671,777726,99,18
2030,South-Eastern Asia,Droughts,4.5,98775424,419073,96,23
2030,South-Eastern Asia,Droughts,6.0,92262751,715932,1,-42
2030,South-Eastern Asia,Droughts,8.5,34372674,100463,57,-18
2030,South-Eastern Asia,Floods,2.6,72788496,131788,43,-8
2030,South-Eastern Asia,Floods,4.5,99501777,172962,57,37
2030,South-Eastern Asia,Floods,6.0,34031022,805497,92,40
2030,South-Eastern Asia,Floods,8.5,49881055,824534,40,-46
2030,South-Eastern Asia,Storms,2.6,49605467,560213,37,-10
2030,South-Eastern Asia,Storms,4.5,98244951,85330,94,48
2030,South-Eastern Asia,Storms,6.0,82768699,745265,42,-50
2030,South-Eastern Asia,Storms,8.5,23846374,579452,56,39
2030,Southern Africa,Droughts,2.6,68452533,639223,18,-40
2030,Southern Africa,Droughts,4.5,18963649,540458,30,-52
2030,Southern Africa,Droughts,6.0,88053686,904636,7,34
2030,Southern Africa,Droughts,8.5,35865915,171305,82,-34
2030,Southern Africa,Floods,2.6,17022270,963237,84,-52
2030,Southern Africa,Floods,4.5,34602404,97323,24,10
2030,Southern Africa,Floods,6.0,99675214,995495,11,-20
2030,Southern Africa,Floods,8.5,48254045,230718,45,-42
2030,Southern Africa,Storms,2.6,98022159,129784,22,5
2030,Southern Africa,Storms,4.5,5233528,563013,1,16
2030,Southern Africa,Storms,6.0,71755347,149082,16,-33
2030,Southern Africa,Storms,8.5,52818681,528217,90,42
2030,Southern Asia,Droughts,2.6,62360766,477775,25,-14
2030,Southern Asia,Droughts,4.5,15554723,112356,66,-51
2030,Southern Asia,Droughts,6.0,48088026,718240,20,7
2030,Southern Asia,Droughts,8.5,17245541,559286,30,12
2030,Southern Asia,Floods,2.6,67666566,912451,56,-23
2030,Southern Asia,Floods,4.5,18819724,111968,69,9
2030,Southern Asia,Floods,6.0,66142982,518430,36,-27
2030,Southern Asia,Floods,8.5,59352424,16332,54,12
2030,Southern Asia,Storms,2.6,59398545,723146,97,26
2030,Southern Asia,Storms,4.5,43529069,835017,69,-5
2030,Southern Asia,Storms,6.0,743731,27385,96,49
2030,Southern Asia,Storms,8.5,45388462,643798,33,26
2030,Southern Europe,Droughts,2.6,43347354,195606,30,-12
2030,Southern Europe,Droughts,4.5,29026313,4081,83,43
2030,Southern Europe,Droughts,6.0,8839818,123383,11,25
2030,Southern Europe,Droughts,8.5,58464928,427,86,-15
2030,Southern Europe,Floods,2.6,57774394,62779,7,-57
2030,Southern Europe,Floods,4.5,7659179,847153,94,-39
2030,Southern Europe,Floods,6.0,80767592,926317,56,-41
2030,Southern Europe,Floods,8.5,71898640,476922,45,-16
2030,Southern Europe,Storms,2.6,3042674,683427,50,39
2030,Southern Europe,Storms,4.5,58368207,704172,40,48
2030,Southern Europe,Storms,6.0,49957764,759319,63,25
2030,Southern Europe,Storms,8.5,15222177,230593,20,25
2030,Western Africa,Droughts,2.6,74568582,777778,62,14
2030,Western Africa,Droughts,4.5,51618755,364186,77,-27
2030,Western Africa,Droughts,6.0,99499198,352841,70,-18
2030,Western Africa,Droughts,8.5,78523162,58097,7,-53
2030,Western Africa,Floods,2.6,25253466,664112,8,28
2030,Western Africa,Floods,4.5,92240814,530202,1,-28
2030,Western Africa,Floods,6.0,9382393,652497,22,-37
2030,Western Africa,Floods,8.5,65585291,987719,21,-60
2030,Western Africa,Storms,2.6,67780035,317510,77,37
2030,Western Africa,Storms,4.5,74832562,261937,69,5
2030,Western Africa,Storms,6.0,89380031,294092,28,-57
2030,Western Africa,Storms,8.5,45916626,948156,15,-18
2030,Western Asia,Droughts,2.6,68728380,996767,31,-38
2030,Western Asia,Droughts,4.5,23943505,784808,82,18
2030,Western Asia,Droughts,6.0,2885481,1441,29,35
2030,Western Asia,Droughts,8.5,54248188,554735,52,-42
2030,Western Asia,Floods,2.6,87632280,546665,4,36
2030,Western Asia,Floods,4.5,65105150,616276,33,18
2030,Western Asia,Floods,6.0,6167654,478595,58,-58
2030,Western Asia,Floods,8.5,98092815,724098,63,16
2030,Western Asia,Storms,2.6,92858130,648757,41,-36
2030,Western Asia,Storms,4.5,82164706,35075,79,18
2030,Western Asia,Storms,6.0,85268492,28286,74,-17
2030,Western Asia,Storms,8.5,95815822,34958,68,-50
2030,Western Europe,Droughts,2.6,2281442,620787,66,43
2030,Western Europe,Droughts,4.5,45775579,821528,12,-60
2030,Western Europe,Droughts,6.0,41314905,834518,67,-57
2030,Western Europe,Droughts,8.5,74225105,849678,70,-51
2030,Western Europe,Floods,2.6,67983006,125106,33,46
2030,Western Europe,Floods,4.5,11002708,196009,61,-60
2030,Western Europe,Floods,6.0,1251369,592835,7,-16
2030,Western Europe,Floods,8.5,48586894,293307,93,-36
2030,Western Europe,Storms,2.6,57454374,513581,97,41
2030,Western Europe,Storms,4.5,72030725,205091,3,22
2030,Western Europe,Storms,6.0,18501991,592627,61,-7
2030,Western Europe,Storms,8.5,55451817,560039,98,-10
2040,Australia and New Zealand,Droughts,2.6,16364868,107209,93,25
2040,Australia and New Zealand,Droughts,4.5,49559569,383257,51,14
2040,Australia and New Zealand,Droughts,6.0,51426526,824947,56,-60
2040,Australia and New Zealand,Droughts,8.5,52598511,809268,87,-11
2040,Australia and New Zealand,Floods,2.6,37699789,687757,52,18
2040,Australia and New Zealand,Floods,4.5,24677774,359295,98,-12
2040,Australia and New Zealand,Floods,6.0,67678611,659089,56,-22
2040,Australia and New Zealand,Floods,8.5,38582259,678360,76,25
2040,Australia and New Zealand,Storms,2.6,31671283,692634,8,-7
2040,Australia and New Zealand,Storms,4.5,45498561,737185,72,41
2040,Australia and New Zealand,Storms,6.0,98136345,265864,63,-46
2040,Australia and New Zealand,Storms,8.5,73892819,265528,79,14
2040,Caribbean,Droughts,2.6,60387170,672400,64,-23
2040,Caribbean,Droughts,4.5,92084611,321756,41,-29
2040,Caribbean,Droughts,6.0,87344384,17539,38,-53
2040,Caribbean,Droughts,8.5,85572547,888929,23,0
2040,Caribbean,Floods,2.6,43637173,124790,15,-49
2040,Caribbean,Floods,4.5,85079624,95427,44,16
2040,Caribbean,Floods,6.0,44637293,881529,80,-27
2040,Caribbean,Floods,8.5,1553758,519026,59,-17
2040,Caribbean,Storms,2.6,91618486,511284,67,-20
2040,Caribbean,Storms,4.5,42966113,431426,8,-11
2040,Caribbean,Storms,6.0,49614972,854547,97,32
2040,Caribbean,Storms,8.5,79501033,977731,69,-8
2040,Central America,Droughts,2.6,78466379,720265,74,19
2040,Central America,Droughts,4.5,13970936,20454,56,-28
2040,Central America,Droughts,6.0,28086562,411743,67,29
2040,Central America,Droughts,8.5,81015787,145249,62,33
2040,Central America,Floods,2.6,37352838,126772,38,3
2040,Central America,Floods,4.5,33666690,24564,78,-35
2040,Central America,Floods,6.0,49122779,997020,72,-53
2040,Central America,Floods,8.5,30474279,12997,83,-15
2040,Central America,Storms,2.6,70659308,541237,95,-26
2040,Central America,Storms,4.5,63374356,15865,81,17
2040,Central America,Storms,6.0,78904714,44882,3,-55
2040,Central America,Storms,8.5,3296902,554240,24,27
2040,Central Asia,Droughts,2.6,4345689,33177,67,-2
2040,Central Asia,Droughts,4.5,79835346,963489,38,42
2040,Central Asia,Droughts,6.0,9913824,852057,70,-58
2040,Central Asia,Droughts,8.5,30846917,985355,43,24
2040,Central Asia,Floods,2.6,32422214,242293,70,-9
2040,Central Asia,Floods,4.5,79826298,136686,1,32
2040,Central Asia,Floods,6.0,3518038,89951,31,20
2040,Central Asia,Floods,8.5,61330782,832629,20,-17
2040,Central Asia,Storms,2.6,97262189,60340,12,44
2040,Central Asia,Storms,4.5,73980313,649379,53,35
2040,Central Asia,Storms,6.0,40443378,834238,54,-40
2040,Central Asia,Storms,8.5,25724464,366486,71,30
2040,Eastern Africa,Droughts,2.6,58401517,216172,18,-11
2040,Eastern Africa,Droughts,4.5,50326576,598808,62,4
2040,Eastern Africa,Droughts,6.0,82591127,826219,73,0
2040,Eastern Africa,Droughts,8.5,86669791,426641,80,-17
2040,Eastern Africa,Floods,2.6,29938173,411156,90,-54
2040,Eastern Africa,Floods,4.5,62590895,169945,77,-25
2040,Eastern Africa,Floods,6.0,14882361,115135,56,49
2040,Eastern Africa,Floods,8.5,8411706,732101,5,-21
2040,Eastern Africa,Storms,2.6,45280584,826819,55,6
2040,Eastern Africa,Storms,4.5,54599641,991722,72,26
2040,Eastern Africa,Storms,6.0,84138147,19489,18,24
2040,Eastern Africa,Storms,8.5,31298866,926617,76,5
2040,Eastern Asia,Droughts,2.6,70954048,387769,72,-33
2040,Eastern Asia,Droughts,4.5,56833801,289955,91,19
2040,Eastern Asia,Droughts,6.0,49641837,116581,51,-28
2040,Eastern Asia,Droughts,8.5,28663972,219246,56,-48
2040,Eastern Asia,Floods,2.6,73331554,8985,86,23
2040,Eastern Asia,Floods,4.5,50129797,177150,36,4
2040,Eastern Asia,Floods,6.0,7645018,365770,62,-32
2040,Eastern Asia,Floods,8.5,49643738,699082,20,-52
2040,Eastern Asia,Storms,2.6,80660933,485421,54,-5
2040,Eastern Asia,Storms,4.5,34136114,476966,87,-27
2040,Eastern Asia,Storms,6.0,79791393,336408,42,-53
2040,Eastern Asia,Storms,8.5,17744523,675705,46,-30
2040,Eastern Europe,Droughts,2.6,62521330,548545,6,-6
2040,Eastern Europe,Droughts,4.5,37721841,654005,17,-30
2040,Eastern Europe,Droughts,6.0,24028203,491153,17,-49
2040,Eastern Europe,Droughts,8.5,99190720,484465,97,-59
2040,Eastern Europe,Floods,2.6,68645214,258675,90,31
2040,Eastern Europe,Floods,4.5,37388189,757088,47,-20
2040,Eastern Europe,Floods,6.0,27961790,207589,16,11
2040,Eastern Europe,Floods,8.5,54667806,582774,47,-38
2040,Eastern Europe,Storms,2.6,19724126,816429,13,-28
2040,Eastern Europe,Storms,4.5,27103440,356769,28,27
2040,Eastern Europe,Storms,6.0,80696435,883973,47,38
2040,Eastern Europe,Storms,8.5,34527398,268963,54,-43
2040,Melanesia,Droughts,2.6,26939839,921105,54,-43
2040,Melanesia,Droughts,4.5,36113407,341719,17,25
2040,Melanesia,Droughts,6.0,33495571,789484,29,39
2040,Melanesia,Droughts,8.5,19775504,85619,51,5
2040,Melanesia,Floods,2.6,1553863,936838,75,-59
2040,Melanesia,Floods,4.5,16919655,892013,24,38
2040,Melanesia,Floods,6.0,28781378,692406,36,26
2040,Melanesia,Floods,8.5,82705708,401469,20,-15
2040,Melanesia,Storms,2.6,56011746,589406,5,-14
2040,Melanesia,Storms,4.5,50535576,617729,76,-8
2040,Melanesia,Storms,6.0,9138809,388425,91,-42
2040,Melanesia,Storms,8.5,86069425,18913,34,15
2040,Micronesia,Droughts,2.6,9496399,788599,0,29
2040,Micronesia,Droughts,4.5,73940516,395391,97,-39
2040,Micronesia,Droughts,6.0,37485829,560855,64,-60
2040,Micronesia,Droughts,8.5,99733614,639849,87,-24
2040,Micronesia,Floods,2.6,22347410,952467,23,-27
2040,Micronesia,Floods,4.5,94319173,138988,45,46
2040,Micronesia,Floods,6.0,42928795,464405,37,-59
2040,Micronesia,Floods,8.5,84159403,483197,90,43
2040,Micronesia,Storms,2.6,94406199,119527,98,-34
2040,Micronesia,Storms,4.5,75638676,854099,22,-16
2040,Micronesia,Storms,6.0,31245441,962957,83,5
2040,Micronesia,Storms,8.5,61240766,197437,39,-13
2040,Middle Africa,Droughts,2.6,22064785,155276,9,-22
2040,Middle Africa,Droughts,4.5,12672082,995822,7,-44
2040,Middle Africa,Droughts,6.0,13203821,915270,39,26
2040,Middle Africa,Droughts,8.5,30010899,154777,4,-17
2040,Middle Africa,Floods,2.6,88495560,263307,15,30
2040,Middle Africa,Floods,4.5,25666205,477947,28,1
2040,Middle Africa,Floods,6.0,3719898,518323,79,14
2040,Middle Africa,Floods,8.5,85877558,962359,49,-47
2040,Middle Africa,Storms,2.6,33045776,419985,62,-55
2040,Middle Africa,Storms,4.5,17427014,709097,55,0
2040,Middle Africa,Storms,6.0,98966291,376481,56,9
2040,Middle Africa,Storms,8.5,77840548,730261,92,45
2040,Northern Africa,Droughts,2.6,21015515,546880,87,-26
2040,Northern Africa,Droughts,4.5,7417948,647106,55,-58
2040,Northern Africa,Droughts,6.0,36305266,398620,3,-45
2040,Northern Africa,Droughts,8.5,10353486,525950,31,19
2040,Northern Africa,Floods,2.6,90557903,889107,38,-16
2040,Northern Africa,Floods,4.5,70390172,800086,1,28
2040,Northern Africa,Floods,6.0,71002334,712625,72,-45
2040,Northern Africa,Floods,8.5,56744663,452685,67,-53
2040,Northern Africa,Storms,2.6,59710102,668034,9,30
2040,Northern Africa,Storms,4.5,7491699,642071,70,30
2040,Northern Africa,Storms,6.0,99898734,569789,18,32
2040,Northern Africa,Storms,8.5,50523325,308291,64,-40
2040,Northern America,Droughts,2.6,71850489,252234,41,-8
2040,Northern America,Droughts,4.5,94586968,587382,91,-58
2040,Northern America,Droughts,6.0,18974486,824791,33,38
2040,Northern America,Droughts,8.5,70131289,984273,95,-12
2040,Northern America,Floods,2.6,27319600,676080,46,-39
2040,Northern America,Floods,4.5,18362659,587618,30,-37
2040,Northern America,Floods,6.0,93668669,415136,32,47
2040,Northern America,Floods,8.5,76200770,282015,20,6
2040,Northern America,Storms,2.6,23500629,9013,3,-36
2040,Northern America,Storms,4.5,16118742,206721,24,-4
2040,Northern America,Storms,6.0,53020113,682595,6,2
2040,Northern America,Storms,8.5,82885659,793882,28,-16
2040,Northern Europe,Droughts,2.6,51762188,346819,55,34
2040,Northern Europe,Droughts,4.5,97033016,473838,37,-49
2040,Northern Europe,Droughts,6.0,79329977,340076,93,20
2040,Northern Europe,Droughts,8.5,42540350,162132,74,41
2040,Northern Europe,Floods,2.6,38381849,646652,59,-54
2040,Northern Europe,Floods,4.5,77524482,699166,42,41
2040,Northern Europe,Floods,6.0,75985442,124011,63,-2
2040,Northern Europe,Floods,8.5,17610756,332514,12,36
2040,Northern Europe,Storms,2.6,93422746,31689,73,45
2040,Northern Europe,Storms,4.5,72718255,668233,84,0
2040,Northern Europe,Storms,6.0,37009944,48907,13,10
2040,Northern Europe,Storms,8.5,29430403,833921,4,-16
2040,Polynesia,Droughts,2.6,55342640,585606,81,-26
2040,Polynesia,Droughts,4.5,33275609,285187,17,-1
2040,Polynesia,Droughts,6.0,95447956,467248,93,28
2040,Polynesia,Droughts,8.5,52538187,480325,67,11
2040,Polynesia,Floods,2.6,55619194,684152,92,44
2040,Polynesia,Floods,4.5,55566893,823160,83,-23
2040,Polynesia,Floods,6.0,98050237,4042,40,9
2040,Polynesia,Floods,8.5,72413270,590145,88,-47
2040,Polynesia,Storms,2.6,55211681,184067,99,21
2040,Polynesia,Storms,4.5,89420721,907174,87,-9
2040,Polynesia,Storms,6.0,38191989,40,17,-10
2040,Polynesia,Storms,8.5,22807516,618553,81,-24
2040,South America,Droughts,2.6,5054149,77458,17,-3
2040,South America,Droughts,4.5,489208,794914,20,-40
2040,South America,Droughts,6.0,16107966,511081,82,-6
2040,South America,Droughts,8.5,18653899,495455,15,36
2040,South America,Floods,2.6,25648096,820693,34,-18
2040,South America,Floods,4.5,8526322,972966,90,26
2040,South America,Floods,6.0,24967423,289033,34,31
2040,South America,Floods,8.5,74769555,839185,66,-54
2040,South America,Storms,2.6,2541374,512273,14,-45
2040,South America,Storms,4.5,35684176,203264,6,-57
2040,South America,Storms,6.0,81517156,770290,40,-50
2040,South America,Storms,8.5,80691185,168871,66,-15
2040,South-Eastern Asia,Droughts,2.6,64266967,886550,90,10
2040,South-Eastern Asia,Droughts,4.5,21971717,68201,52,3
2040,South-Eastern Asia,Droughts,6.0,59588627,633698,32,7
2040,South-Eastern Asia,Droughts,8.5,99447141,779559,88,44
2040,South-Eastern Asia,Floods,2.6,41506794,753553,96,18
2040,South-Eastern Asia,Floods,4.5,88060722,301794,58,-38
2040,South-Eastern Asia,Floods,6.0,18932318,553933,39,42
2040,South-Eastern Asia,Floods,8.5,7500926,14091,67,-23
2040,South-Eastern Asia,Storms,2.6,66329028,245558,87,-34
2040,South-Eastern Asia,Storms,4.5,70728434,616477,33,-57
2040,South-Eastern Asia,Storms,6.0,42105170,814132,10,-23
2040,South-Eastern Asia,Storms,8.5,6104548,443351,3,-55
2040,Southern Africa,Droughts,2.6,83193987,257220,38,34
2040,Southern Africa,Droughts,4.5,65989878,734933,11,6
2040,Southern Africa,Droughts,6.0,15812757,217413,71,-57
2040,Southern Africa,Droughts,8.5,132823,462873,99,39
2040,Southern Africa,Floods,2.6,13273720,231005,5,-13
2040,Southern Africa,Floods,4.5,91552882,621378,17,43
2040,Southern Africa,Floods,6.0,31777385,986542,73,-19
2040,Southern Africa,Floods,8.5,1976534,755379,89,-4
2040,Southern Africa,Storms,2.6,65337824,178345,91,-18
2040,Southern Africa,Storms,4.5,51913038,337230,83,-41
2040,Southern Africa,Storms,6.0,98323771,559839,59,23
2040,Southern Africa,Storms,8.5,9991376,575574,11,45
2040,Southern Asia,Droughts,2.6,33114818,824416,13,-55
2040,Southern Asia,Droughts,4.5,95650339,395997,18,-44
2040,Southern Asia,Droughts,6.0,60463576,516000,13,-9
2040,Southern Asia,Droughts,8.5,1606274,964889,1,8
2040,Southern Asia,Floods,2.6,67556575,431430,30,-14
2040,Southern Asia,Floods,4.5,22033695,757525,53,0
2040,Southern Asia,Floods,6.0,87755698,320305,67,-56
2040,Southern Asia,Floods,8.5,33150424,766696,46,6
2040,Southern Asia,Storms,2.6,49738253,540189,64,46
2040,Southern Asia,Storms,4.5,11767208,318207,4,1
2040,Southern Asia,Storms,6.0,82264132,863192,79,-2
2040,Southern Asia,Storms,8.5,11758256,83319,16,-22
2040,Southern Europe,Droughts,2.6,51999927,435881,48,-52
2040,Southern Europe,Droughts,4.5,27793852,429310,23,2
2040,Southern Europe,Droughts,6.0,26967079,133735,15,46
2040,Southern Europe,Droughts,8.5,85015138,101329,80,-20
2040,Southern Europe,Floods,2.6,38564214,768535,57,-54
2040,Southern Europe,Floods,4.5,11783042,252060,6,-43
2040,Southern Europe,Floods,6.0,92563818,901132,49,10
2040,Southern Europe,Floods,8.5,60512696,887947,17,5
2040,Southern Europe,Storms,2.6,14905426,619752,70,37
2040,Southern Europe,Storms,4.5,2549739,905701,40,-17
2040,Southern Europe,Storms,6.0,6895072,717415,65,-30
2040,Southern Europe,Storms,8.5,61609171,607461,59,-16
2040,Western Africa,Droughts,2.6,43748483,950270,47,35
2040,Western Africa,Droughts,4.5,43245200,467972,17,-54
2040,Western Africa,Droughts,6.0,67254768,579635,34,-60
2040,Western Africa,Droughts,8.5,39798157,508285,2,16
2040,Western Africa,Floods,2.6,12224468,702216,70,12
2040,Western Africa,Floods,4.5,5201845,249220,5,46
2040,Western Africa,Floods,6.0,35178727,962006,44,-35
2040,Western Africa,Floods,8.5,14665609,319582,94,34
2040,Western Africa,Storms,2.6,46775927,140194,14,47
2040,Western Africa,Storms,4.5,65904589,380480,97,31
2040,Western Africa,Storms,6.0,59492901,130568,62,-25
2040,Western Africa,Storms,8.5,66838382,302761,11,35
2040,Western Asia,Droughts,2.6,55665298,283605,71,-42
2040,Western Asia,Droughts,4.5,87158393,493007,2,28
2040,Western Asia,Droughts,6.0,53532255,267999,94,24
2040,Western Asia,Droughts,8.5,32363810,911125,11,-23
2040,Western Asia,Floods,2.6,9474495,435947,90,-19
2040,Western Asia,Floods,4.5,97273050,931957,61,17
2040,Western Asia,Floods,6.0,16621138,333518,32,18
2040,Western Asia,Floods,8.5,63336324,827998,72,-29
2040,Western Asia,Storms,2.6,86546024,508960,40,-53
2040,Western Asia,Storms,4.5,29603878,684277,69,-14
2040,Western Asia,Storms,6.0,22956791,189490,8,14
2040,Western Asia,Storms,8.5,26932267,39268,10,24
2040,Western Europe,Droughts,2.6,1414328,914112,87,-8
2040,Western Europe,Droughts,4.5,91222368,454740,2,-28
2040,Western Europe,Droughts,6.0,91737005,100214,78,-8
2040,Western Europe,Droughts,8.5,28374144,13645,5,48
2040,Western Europe,Floods,2.6,62495513,717795,14,13
2040,Western Europe,Floods,4.5,76690996,562748,49,40
2040,Western Europe,Floods,6.0,50133996,423041,45,-52
2040,Western Europe,Floods,8.5,47623123,713983,86,25
2040,Western Europe,Storms,2.6,76114850,647942,55,-38
2040,Western Europe,Storms,4.5,52578596,686508,65,-29
2040,Western Europe,Storms,6.0,27733247,740901,3,-4
2040,Western Europe,Storms,8.5,23664108,305858,97,9
2050,Australia and New Zealand,Droughts,2.6,40406758,257567,86,7
2050,Australia and New Zealand,Droughts,4.5,1216983,421259,71,43
2050,Australia and New Zealand,Droughts,6.0,76375780,77293,33,3
2050,Australia and New Zealand,Droughts,8.5,69596695,382883,79,-34
2050,Australia and New Zealand,Floods,2.6,73351386,933743,32,7
2050,Australia and New Zealand,Floods,4.5,99798517,61160,52,-42
2050,Australia and New Zealand,Floods,6.0,35172481,929921,33,-39
2050,Australia and New Zealand,Floods,8.5,33622615,821868,36,39
2050,Australia and New Zealand,Storms,2.6,58451312,723066,90,5
2050,Australia and New Zealand,Storms,4.5,55180836,383049,45,-20
2050,Australia and New Zealand,Storms,6.0,32229420,180767,15,-25
2050,Australia and New Zealand,Storms,8.5,10704907,542140,71,35
2050,Caribbean,Droughts,2.6,38868596,561981,45,-49
2050,Caribbean,Droughts,4.5,16178107,898618,77,-53
2050,Caribbean,Droughts,6.0,60678259,773065,72,-42
2050,Caribbean,Droughts,8.5,53244613,334898,50,-30
2050,Caribbean,Floods,2.6,53720681,203568,85,-46
2050,Caribbean,Floods,4.5,94643523,685432,63,-31
2050,Caribbean,Floods,6.0,3548313,263599,76,-33
2050,Caribbean,Floods,8.5,37508079,810223,26,4
2050,Caribbean,Storms,2.6,36911135,459306,53,-45
2050,Caribbean,Storms,4.5,74012865,15687,36,40
2050,Caribbean,Storms,6.0,29288974,200757,59,-60
2050,Caribbean,Storms,8.5,57951786,747902,79,-52
2050,Central America,Droughts,2.6,59309400,546568,21,31
2050,Central America,Droughts,4.5,72698074,462927,51,-52
2050,Central America,Droughts,6.0,53918054,322372,71,-7
2050,Central America,Droughts,8.5,71796431,886335,90,0
2050,Central America,Floods,2.6,31325576,797385,43,-54
2050,Central America,Floods,4.5,79845642,834494,39,19
2050,Central America,Floods,6.0,89255483,411876,96,32
2050,Central America,Floods,8.5,54139204,59973,73,-36
2050,Central America,Storms,2.6,43431395,574808,13,-51
2050,Central America,Storms,4.5,69157402,125772,33,44
2050,Central America,Storms,6.0,18241679,2380,92,-27
2050,Central America,Storms,8.5,43171527,66944,65,-18
2050,Central Asia,Droughts,2.6,64489478,575715,5,29
2050,Central Asia,Droughts,4.5,87786001,405830,94,10
2050,Central Asia,Droughts,6.0,30902962,916239,92,-52
2050,Central Asia,Droughts,8.5,88910768,989530,3,-10
2050,Central Asia,Floods,2.6,11807178,729716,95,-29
2050,Central Asia,Floods,4.5,40830919,139404,87,6
2050,Central Asia,Floods,6.0,2386984,594924,68,34
2050,Central Asia,Floods,8.5,92525152,189297,84,-36
2050,Central Asia,Storms,2.6,1898059,473449,35,2
2050,Central Asia,Storms,4.5,17344318,283154,2,-2
2050,Central Asia,Storms,6.0,83005704,477672,21,-57
2050,Central Asia,Storms,8.5,22919913,540638,69,5
2050,Eastern Africa,Droughts,2.6,9617080,165630,97,42
2050,Eastern Africa,Droughts,4.5,46720888,288582,6,-7
2050,Eastern Africa,Droughts,6.0,81019133,113114,99,38
2050,Eastern Africa,Droughts,8.5,43077637,249995,77,45
2050,Eastern Africa,Floods,2.6,98291742,653254,66,20
2050,Eastern Africa,Floods,4.5,96399914,14807,87,-5
2050,Eastern Africa,Floods,6.0,63287979,888871,89,-1
2050,Eastern Africa,Floods,8.5,86349410,819353,62,23
2050,Eastern Africa,Storms,2.6,66763522,863478,69,5
2050,Eastern Africa,Storms,4.5,66044336,641751,21,-12
2050,Eastern Africa,Storms,6.0,68905758,60570,3,21
2050,Eastern Africa,Storms,8.5,93907766,707497,40,10
2050,Eastern Asia,Droughts,2.6,23827950,109186,44,-28
2050,Eastern Asia,Droughts,4.5,11949559,576336,55,-7
2050,Eastern Asia,Droughts,6.0,132579,427008,11,33
2050,Eastern Asia,Droughts,8.5,25773744,364990,22,-36
2050,Eastern Asia,Floods,2.6,78074626,12052,1,47
2050,Eastern Asia,Floods,4.5,20609090,875441,50,-12
2050,Eastern Asia,Floods,6.0,92423316,812118,41,29
2050,Eastern Asia,Floods,8.5,68784403,572143,78,14
2050,Eastern Asia,Storms,2.6,96040065,521872,36,13
2050,Eastern Asia,Storms,4.5,93942621,756603,69,7
2050,Eastern Asia,Storms,6.0,78535849,423942,93,-54
2050,Eastern Asia,Storms,8.5,94383594,572866,83,-39
2050,Eastern Europe,Droughts,2.6,21631831,893387,36,15
2050,Eastern Europe,Droughts,4.5,75040520,97438,5,-58
2050,Eastern Europe,Droughts,6.0,7884923,715254,24,-3
2050,Eastern Europe,Droughts,8.5,46250310,280517,70,-24
2050,Eastern Europe,Floods,2.6,65153657,609693,30,14
2050,Eastern Europe,Floods,4.5,123907,240279,94,11
2050,Eastern Europe,Floods,6.0,60420120,148702,36,-58
2050,Eastern Europe,Floods,8.5,59498867,901940,87,-6
2050,Eastern Europe,Storms,2.6,56787242,135023,55,49
2050,Eastern Europe,Storms,4.5,65193435,158735,37,-11
2050,Eastern Europe,Storms,6.0,19009201,613745,80,-58
2050,Eastern Europe,Storms,8.5,32230234,954159,88,41
2050,Melanesia,Droughts,2.6,53671570,424266,68,22
2050,Melanesia,Droughts,4.5,30537884,627911,41,14
2050,Melanesia,Droughts,6.0,34589718,787840,1,46
2050,Melanesia,Droughts,8.5,83852495,129969,9,-46
2050,Melanesia,Floods,2.6,11033942,625403,13,28
2050,Melanesia,Floods,4.5,76594041,783318,91,35
2050,Melanesia,Floods,6.0,49631787,884686,28,31
2050,Melanesia,Floods,8.5,81484643,900239,5,-17
2050,Melanesia,Storms,2.6,29913635,691631,83,-10
2050,Melanesia,Storms,4.5,72322906,357375,39,-49
2050,Melanesia,Storms,6.0,25356711,914310,91,-27
2050,Melanesia,Storms,8.5,87197993,743960,91,34
2050,Micronesia,Droughts,2.6,42693377,309256,71,-30
2050,Micronesia,Droughts,4.5,58333411,420046,3,22
2050,Micronesia,Droughts,6.0,70491908,61163,19,-46
2050,Micronesia,Droughts,8.5,70725124,891687,80,-44
2050,Micronesia,Floods,2.6,71223598,1197,1,0
2050,Micronesia,Floods,4.5,6962903,802129,94,-22
2050,Micronesia,Floods,6.0,76144050,326372,81,-36
2050,Micronesia,Floods,8.5,42846382,261223,89,35
2050,Micronesia,Storms,2.6,78357890,337641,80,-29
2050,Micronesia,Storms,4.5,32371716,208109,38,-15
2050,Micronesia,Storms,6.0,66931118,820699,32,49
2050,Micronesia,Storms,8.5,71679560,147298,6,-8
2050,Middle Africa,Droughts,2.6,99854607,534778,71,-27
2050,Middle Africa,Droughts,4.5,73024418,59151,18,-8
2050,Middle Africa,Droughts,6.0,2663602,832283,16,22
2050,Middle Africa,Droughts,8.5,44713552,231818,16,-7
2050,Middle Africa,Floods,2.6,92109769,707861,59,-44
2050,Middle Africa,Floods,4.5,10499983,501613,23,36
2050,Middle Africa,Floods,6.0,64579420,800060,45,-21
